date,feature_id,feature_name,active_users,new_users,retention_rate,engagement_score,completion_rate,user_segment
2025-10-02,FEAT_008,Export,2640,210,83.7,3.7,62.0,Free
2025-10-02,FEAT_008,Export,166,19,72.6,4.9,66.7,Pro
2025-10-02,FEAT_008,Export,993,99,70.6,4.8,75.3,Enterprise
2025-10-02,FEAT_008,Export,383,41,76.8,3.6,73.0,Trial
2025-10-02,FEAT_009,Integration,3798,400,81.5,3.4,89.2,Free
2025-10-02,FEAT_009,Integration,355,26,79.2,3.4,73.1,Pro
2025-10-02,FEAT_009,Integration,1035,98,84.8,4.0,63.9,Enterprise
2025-10-02,FEAT_009,Integration,318,33,73.5,5.0,84.0,Trial
2025-10-02,FEAT_010,Search,1279,123,85.7,3.5,88.6,Free
2025-10-02,FEAT_010,Search,2423,165,89.4,3.4,60.8,Pro
2025-10-02,FEAT_010,Search,1133,73,84.3,5.0,66.1,Enterprise
2025-10-02,FEAT_010,Search,384,25,86.1,3.2,76.0,Trial
2025-08-29,FEAT_001,Dashboard,586,71,88.3,3.6,60.7,Free
2025-08-29,FEAT_001,Dashboard,1356,106,84.5,3.1,76.4,Pro
2025-08-29,FEAT_001,Dashboard,1126,65,81.7,3.2,74.5,Enterprise
2025-08-29,FEAT_001,Dashboard,646,94,91.4,4.5,76.9,Trial
2025-08-29,FEAT_002,Analytics,1696,182,76.2,3.2,69.3,Free
2025-08-29,FEAT_002,Analytics,1792,203,80.0,4.9,79.2,Pro
2025-08-29,FEAT_002,Analytics,156,18,76.4,4.1,72.0,Enterprise
2025-08-29,FEAT_002,Analytics,327,36,83.5,4.9,65.6,Trial
2025-08-29,FEAT_003,Reporting,3550,490,71.0,3.4,78.4,Free
2025-08-29,FEAT_003,Reporting,162,12,91.6,4.3,60.5,Pro
2025-08-29,FEAT_003,Reporting,666,91,84.2,5.0,61.8,Enterprise
2025-08-29,FEAT_003,Reporting,604,67,85.4,4.6,78.6,Trial
2025-08-29,FEAT_004,API Access,3808,310,81.6,3.5,61.2,Free
2025-08-29,FEAT_004,API Access,396,19,73.2,3.6,86.4,Pro
2025-08-29,FEAT_004,API Access,292,35,77.8,4.5,66.6,Enterprise
2025-08-29,FEAT_004,API Access,476,24,82.3,3.5,64.3,Trial
2025-08-29,FEAT_005,Mobile App,2369,175,86.5,4.1,76.0,Free
2025-08-29,FEAT_005,Mobile App,1558,91,93.6,3.2,87.6,Pro
2025-08-29,FEAT_005,Mobile App,1147,81,84.8,4.1,64.8,Enterprise
2025-08-29,FEAT_005,Mobile App,772,84,83.2,3.2,66.1,Trial
2025-08-29,FEAT_006,Notifications,1111,89,85.0,3.4,68.3,Free
2025-08-29,FEAT_006,Notifications,995,64,72.8,3.4,60.3,Pro
2025-08-29,FEAT_006,Notifications,938,136,77.4,4.2,77.1,Enterprise
2025-08-29,FEAT_006,Notifications,506,26,92.9,4.2,70.8,Trial
2025-08-29,FEAT_007,Collaboration,1064,133,94.8,4.2,85.3,Free
2025-08-29,FEAT_007,Collaboration,2293,273,86.4,3.2,80.5,Pro
2025-08-29,FEAT_007,Collaboration,495,55,90.8,4.8,69.6,Enterprise
2025-08-29,FEAT_007,Collaboration,591,33,86.5,4.5,75.6,Trial
2025-08-29,FEAT_008,Export,3404,316,87.3,3.9,63.5,Free
2025-08-29,FEAT_008,Export,1653,207,92.8,3.4,83.7,Pro
2025-08-29,FEAT_008,Export,450,54,72.4,3.2,61.0,Enterprise
2025-08-29,FEAT_008,Export,233,23,92.8,4.6,60.0,Trial
2025-08-29,FEAT_009,Integration,3872,449,90.5,4.2,88.7,Free
2025-08-29,FEAT_009,Integration,513,67,94.9,3.5,68.0,Pro
2025-08-29,FEAT_009,Integration,1086,90,89.8,5.0,74.5,Enterprise
2025-08-29,FEAT_009,Integration,236,30,74.8,4.5,64.9,Trial
2025-08-29,FEAT_010,Search,3482,202,71.0,4.8,76.8,Free
2025-08-29,FEAT_010,Search,209,17,93.6,4.3,83.9,Pro
2025-08-29,FEAT_010,Search,992,97,70.1,3.6,72.8,Enterprise
2025-08-29,FEAT_010,Search,732,54,73.4,4.2,79.8,Trial
2025-09-05,FEAT_001,Dashboard,3408,338,74.0,3.1,69.1,Free
2025-09-05,FEAT_001,Dashboard,1393,89,93.3,4.4,78.0,Pro
2025-09-05,FEAT_001,Dashboard,395,34,71.6,4.0,83.0,Enterprise
2025-09-05,FEAT_001,Dashboard,259,18,80.4,3.2,72.8,Trial
2025-09-05,FEAT_002,Analytics,730,53,92.1,4.5,64.4,Free
2025-09-05,FEAT_002,Analytics,1287,81,90.6,4.7,76.6,Pro
2025-09-05,FEAT_002,Analytics,286,31,94.1,4.7,82.0,Enterprise
2025-09-05,FEAT_002,Analytics,188,14,88.5,3.3,88.9,Trial
2025-09-05,FEAT_003,Reporting,3152,313,76.0,4.9,72.4,Free
2025-09-05,FEAT_003,Reporting,842,58,85.2,4.3,82.0,Pro
2025-09-05,FEAT_003,Reporting,790,74,72.5,4.4,87.8,Enterprise
2025-09-05,FEAT_003,Reporting,753,108,71.0,4.5,86.4,Trial
2025-09-05,FEAT_004,API Access,2028,277,89.1,3.1,85.7,Free
2025-09-05,FEAT_004,API Access,1561,224,82.3,4.6,79.9,Pro
2025-09-05,FEAT_004,API Access,477,60,79.0,4.0,61.4,Enterprise
2025-09-05,FEAT_004,API Access,497,47,84.8,3.7,64.8,Trial
2025-09-05,FEAT_005,Mobile App,1564,217,89.5,3.4,77.2,Free
2025-09-05,FEAT_005,Mobile App,1431,121,82.5,3.4,88.1,Pro
2025-09-05,FEAT_005,Mobile App,670,94,87.5,3.1,73.9,Enterprise
2025-09-05,FEAT_005,Mobile App,600,58,89.4,4.0,85.4,Trial
2025-09-05,FEAT_006,Notifications,544,55,93.2,4.8,64.3,Free
2025-09-05,FEAT_006,Notifications,1176,102,77.9,4.8,72.7,Pro
2025-09-05,FEAT_006,Notifications,1171,139,88.5,4.7,61.9,Enterprise
2025-09-05,FEAT_006,Notifications,582,74,86.2,4.9,64.5,Trial
2025-09-05,FEAT_007,Collaboration,3814,558,93.7,4.1,84.1,Free
2025-09-05,FEAT_007,Collaboration,1164,88,81.6,4.0,72.2,Pro
2025-09-05,FEAT_007,Collaboration,306,27,93.1,3.3,84.7,Enterprise
2025-09-05,FEAT_007,Collaboration,376,23,70.0,4.1,76.2,Trial
2025-09-05,FEAT_008,Export,3546,244,72.3,3.2,71.9,Free
2025-09-05,FEAT_008,Export,393,39,86.3,4.5,77.6,Pro
2025-09-05,FEAT_008,Export,306,39,93.5,4.4,79.9,Enterprise
2025-09-05,FEAT_008,Export,221,32,81.4,4.0,75.2,Trial
2025-09-05,FEAT_009,Integration,508,29,75.3,4.8,69.5,Free
2025-09-05,FEAT_009,Integration,2307,341,73.3,5.0,66.1,Pro
2025-09-05,FEAT_009,Integration,697,82,82.1,4.2,77.4,Enterprise
2025-09-05,FEAT_009,Integration,440,40,75.5,3.2,73.5,Trial
2025-09-05,FEAT_010,Search,3358,377,71.5,4.6,67.5,Free
2025-09-05,FEAT_010,Search,1710,183,81.4,4.6,68.8,Pro
2025-09-05,FEAT_010,Search,435,58,88.5,3.4,62.7,Enterprise
2025-09-05,FEAT_010,Search,508,48,74.0,4.6,71.5,Trial
2025-09-12,FEAT_001,Dashboard,2972,416,88.4,3.3,84.1,Free
2025-09-12,FEAT_001,Dashboard,1594,236,81.5,3.5,71.4,Pro
2025-09-12,FEAT_001,Dashboard,375,20,92.5,3.6,85.7,Enterprise
2025-09-12,FEAT_001,Dashboard,142,9,92.8,3.9,64.4,Trial
2025-09-12,FEAT_002,Analytics,1334,80,82.9,4.9,71.1,Free
2025-09-12,FEAT_002,Analytics,2182,199,78.0,4.7,67.2,Pro
2025-09-12,FEAT_002,Analytics,268,18,91.8,3.8,65.2,Enterprise
2025-09-12,FEAT_002,Analytics,138,18,76.5,3.3,60.9,Trial
2025-09-12,FEAT_003,Reporting,3040,372,81.7,3.9,76.7,Free
2025-09-12,FEAT_003,Reporting,375,33,84.8,4.1,72.3,Pro
2025-09-12,FEAT_003,Reporting,131,10,76.5,3.1,72.5,Enterprise
2025-09-12,FEAT_003,Reporting,324,36,92.2,3.2,71.9,Trial
2025-09-12,FEAT_004,API Access,3838,479,87.9,3.7,65.6,Free
2025-09-12,FEAT_004,API Access,2289,126,80.9,3.8,67.6,Pro
2025-09-12,FEAT_004,API Access,231,28,90.0,4.1,69.1,Enterprise
2025-09-12,FEAT_004,API Access,167,13,77.2,4.5,60.2,Trial
2025-09-12,FEAT_005,Mobile App,926,115,89.6,4.7,73.1,Free
2025-09-12,FEAT_005,Mobile App,1964,160,72.0,4.6,61.6,Pro
2025-09-12,FEAT_005,Mobile App,847,107,85.4,4.4,84.9,Enterprise
2025-09-12,FEAT_005,Mobile App,109,8,92.9,3.0,75.3,Trial
2025-09-12,FEAT_006,Notifications,3280,270,81.3,4.9,75.8,Free
2025-09-12,FEAT_006,Notifications,144,16,82.3,4.7,81.7,Pro
2025-09-12,FEAT_006,Notifications,1027,130,84.6,3.7,80.1,Enterprise
2025-09-12,FEAT_006,Notifications,132,6,87.7,3.8,69.9,Trial
2025-09-12,FEAT_007,Collaboration,1618,113,88.1,3.0,66.0,Free
2025-09-12,FEAT_007,Collaboration,499,73,80.1,3.6,61.5,Pro
2025-09-12,FEAT_007,Collaboration,649,70,89.9,3.5,74.9,Enterprise
2025-09-12,FEAT_007,Collaboration,522,50,76.3,3.8,68.0,Trial
2025-09-12,FEAT_008,Export,1212,179,70.9,4.6,70.2,Free
2025-09-12,FEAT_008,Export,607,65,87.7,4.4,86.4,Pro
2025-09-12,FEAT_008,Export,519,30,92.1,4.4,64.5,Enterprise
2025-09-12,FEAT_008,Export,711,47,93.8,3.9,83.1,Trial
2025-09-12,FEAT_009,Integration,3436,225,72.1,3.8,69.2,Free
2025-09-12,FEAT_009,Integration,1544,228,87.2,4.3,60.6,Pro
2025-09-12,FEAT_009,Integration,140,10,71.6,3.6,80.1,Enterprise
2025-09-12,FEAT_009,Integration,561,68,92.8,4.6,81.3,Trial
2025-09-12,FEAT_010,Search,3230,466,77.9,4.5,62.6,Free
2025-09-12,FEAT_010,Search,1702,95,76.8,3.2,65.4,Pro
2025-09-12,FEAT_010,Search,100,9,83.5,3.8,79.8,Enterprise
2025-09-12,FEAT_010,Search,116,17,78.0,4.3,67.5,Trial
2025-09-19,FEAT_001,Dashboard,3786,393,84.5,3.7,65.6,Free
2025-09-19,FEAT_001,Dashboard,1076,129,92.7,3.3,70.8,Pro
2025-09-19,FEAT_001,Dashboard,124,8,78.3,5.0,67.5,Enterprise
2025-09-19,FEAT_001,Dashboard,138,15,70.8,4.3,61.9,Trial
2025-09-19,FEAT_002,Analytics,3618,371,90.0,3.9,77.3,Free
2025-09-19,FEAT_002,Analytics,1594,158,88.6,4.9,75.7,Pro
2025-09-19,FEAT_002,Analytics,990,134,84.8,5.0,86.8,Enterprise
2025-09-19,FEAT_002,Analytics,40,5,80.2,4.0,76.9,Trial
2025-09-19,FEAT_003,Reporting,2974,150,79.1,3.6,70.7,Free
2025-09-19,FEAT_003,Reporting,639,84,85.9,3.7,77.2,Pro
2025-09-19,FEAT_003,Reporting,453,58,84.4,4.2,65.0,Enterprise
2025-09-19,FEAT_003,Reporting,763,46,83.6,3.4,87.8,Trial
2025-09-19,FEAT_004,API Access,3238,358,79.8,4.9,61.9,Free
2025-09-19,FEAT_004,API Access,408,25,93.3,4.0,62.3,Pro
2025-09-19,FEAT_004,API Access,820,116,88.9,3.7,62.5,Enterprise
2025-09-19,FEAT_004,API Access,437,28,78.6,5.0,70.0,Trial
2025-09-19,FEAT_005,Mobile App,2030,160,81.6,4.4,89.1,Free
2025-09-19,FEAT_005,Mobile App,308,20,77.8,3.3,65.8,Pro
2025-09-19,FEAT_005,Mobile App,1077,157,72.4,4.7,64.6,Enterprise
2025-09-19,FEAT_005,Mobile App,586,49,73.5,4.9,65.4,Trial
2025-09-19,FEAT_006,Notifications,2356,276,91.5,3.8,85.2,Free
2025-09-19,FEAT_006,Notifications,1760,125,85.3,4.7,89.3,Pro
2025-09-19,FEAT_006,Notifications,340,42,81.7,3.1,61.8,Enterprise
2025-09-19,FEAT_006,Notifications,239,30,88.0,4.8,62.2,Trial
2025-09-19,FEAT_007,Collaboration,1808,183,93.7,4.5,78.6,Free
2025-09-19,FEAT_007,Collaboration,1212,173,78.8,3.9,71.9,Pro
2025-09-19,FEAT_007,Collaboration,1116,143,78.9,3.1,75.7,Enterprise
2025-09-19,FEAT_007,Collaboration,44,5,94.8,4.8,89.9,Trial
2025-09-19,FEAT_008,Export,1320,152,80.9,3.5,82.5,Free
2025-09-19,FEAT_008,Export,865,101,77.3,4.4,64.4,Pro
2025-09-19,FEAT_008,Export,373,51,92.2,3.9,82.3,Enterprise
2025-09-19,FEAT_008,Export,455,31,74.3,3.6,87.1,Trial
2025-09-19,FEAT_009,Integration,316,34,71.1,4.4,85.4,Free
2025-09-19,FEAT_009,Integration,753,73,89.8,3.9,73.2,Pro
2025-09-19,FEAT_009,Integration,971,134,71.0,4.1,78.6,Enterprise
2025-09-19,FEAT_009,Integration,215,20,83.3,4.4,76.2,Trial
2025-09-19,FEAT_010,Search,938,94,71.0,3.2,79.4,Free
2025-09-19,FEAT_010,Search,679,69,76.5,4.1,65.1,Pro
2025-09-19,FEAT_010,Search,267,29,79.1,3.2,79.9,Enterprise
2025-09-19,FEAT_010,Search,566,83,88.5,4.6,87.7,Trial
2025-09-26,FEAT_001,Dashboard,2136,183,76.0,4.4,61.7,Free
2025-09-26,FEAT_001,Dashboard,528,74,79.0,3.6,85.2,Pro
2025-09-26,FEAT_001,Dashboard,631,37,92.3,3.4,70.7,Enterprise
2025-09-26,FEAT_001,Dashboard,683,82,92.6,3.3,61.1,Trial
2025-09-26,FEAT_002,Analytics,3722,415,88.5,4.7,83.4,Free
2025-09-26,FEAT_002,Analytics,2026,177,80.5,3.9,74.2,Pro
2025-09-26,FEAT_002,Analytics,1012,135,86.7,3.3,79.3,Enterprise
2025-09-26,FEAT_002,Analytics,784,113,87.7,4.3,85.5,Trial
2025-09-26,FEAT_003,Reporting,3520,250,82.3,4.8,62.3,Free
2025-09-26,FEAT_003,Reporting,1450,211,94.1,3.8,74.4,Pro
2025-09-26,FEAT_003,Reporting,1038,151,76.7,3.8,72.3,Enterprise
2025-09-26,FEAT_003,Reporting,571,52,81.9,4.8,67.8,Trial
2025-09-26,FEAT_004,API Access,3582,238,81.0,4.4,84.8,Free
2025-09-26,FEAT_004,API Access,957,81,85.4,3.5,62.3,Pro
2025-09-26,FEAT_004,API Access,1055,147,83.3,3.6,85.6,Enterprise
2025-09-26,FEAT_004,API Access,692,67,72.7,4.7,79.1,Trial
2025-09-26,FEAT_005,Mobile App,2634,150,81.5,4.9,70.9,Free
2025-09-26,FEAT_005,Mobile App,1634,243,93.9,4.6,74.4,Pro
2025-09-26,FEAT_005,Mobile App,583,83,89.8,4.8,64.4,Enterprise
2025-09-26,FEAT_005,Mobile App,478,63,80.5,4.8,62.8,Trial
2025-09-26,FEAT_006,Notifications,904,118,80.2,3.9,88.0,Free
2025-09-26,FEAT_006,Notifications,566,51,87.0,3.6,73.1,Pro
2025-09-26,FEAT_006,Notifications,632,70,81.0,3.5,84.8,Enterprise
2025-09-26,FEAT_006,Notifications,508,52,92.8,3.5,72.1,Trial
2025-09-26,FEAT_007,Collaboration,3222,390,90.3,3.6,74.1,Free
2025-09-26,FEAT_007,Collaboration,590,31,76.8,3.7,70.6,Pro
2025-09-26,FEAT_007,Collaboration,321,42,70.3,3.2,60.1,Enterprise
2025-09-26,FEAT_007,Collaboration,764,100,79.3,4.6,83.8,Trial
2025-09-26,FEAT_008,Export,620,86,82.4,4.5,83.1,Free
2025-09-26,FEAT_008,Export,248,23,76.0,4.9,87.1,Pro
2025-09-26,FEAT_008,Export,654,53,71.7,3.4,60.1,Enterprise
2025-09-26,FEAT_008,Export,472,65,86.5,3.9,61.3,Trial
2025-09-26,FEAT_009,Integration,2966,329,87.7,3.5,66.6,Free
2025-09-26,FEAT_009,Integration,975,90,86.5,3.0,87.7,Pro
2025-09-26,FEAT_009,Integration,532,69,76.7,3.2,87.3,Enterprise
2025-09-26,FEAT_009,Integration,413,48,83.9,3.6,71.9,Trial
2025-09-26,FEAT_010,Search,2726,158,84.9,3.7,73.1,Free
2025-09-26,FEAT_010,Search,1390,133,78.6,4.7,75.2,Pro
2025-09-26,FEAT_010,Search,270,38,85.9,4.9,73.6,Enterprise
2025-09-26,FEAT_010,Search,428,55,73.0,3.2,73.6,Trial
2025-10-03,FEAT_001,Dashboard,311,32,86.9,4.0,61.6,Free
2025-10-03,FEAT_001,Dashboard,415,47,89.0,3.0,85.2,Pro
2025-10-03,FEAT_001,Dashboard,1171,151,82.6,4.8,74.6,Enterprise
2025-10-03,FEAT_001,Dashboard,722,63,91.6,3.6,73.4,Trial
2025-10-03,FEAT_002,Analytics,586,83,93.9,3.0,74.1,Free
2025-10-03,FEAT_002,Analytics,1485,140,92.2,4.6,79.8,Pro
2025-10-03,FEAT_002,Analytics,502,68,86.1,4.2,67.2,Enterprise
2025-10-03,FEAT_002,Analytics,110,15,82.9,4.3,89.7,Trial
2025-10-03,FEAT_003,Reporting,3616,194,86.7,4.5,89.1,Free
2025-10-03,FEAT_003,Reporting,271,20,91.6,3.3,63.1,Pro
2025-10-03,FEAT_003,Reporting,741,60,79.5,3.1,70.3,Enterprise
2025-10-03,FEAT_003,Reporting,803,46,71.0,3.6,64.6,Trial
2025-10-03,FEAT_004,API Access,3200,230,81.3,3.7,66.9,Free
2025-10-03,FEAT_004,API Access,1813,159,75.5,4.5,81.8,Pro
2025-10-03,FEAT_004,API Access,1161,62,90.3,3.3,61.9,Enterprise
2025-10-03,FEAT_004,API Access,649,34,75.7,3.4,67.9,Trial
2025-10-03,FEAT_005,Mobile App,2927,334,91.2,4.9,66.4,Free
2025-10-03,FEAT_005,Mobile App,2260,163,83.7,3.9,72.6,Pro
2025-10-03,FEAT_005,Mobile App,721,68,84.5,3.2,71.8,Enterprise
2025-10-03,FEAT_005,Mobile App,478,31,84.7,4.1,63.0,Trial
2025-10-03,FEAT_006,Notifications,3448,278,73.3,4.5,83.7,Free
2025-10-03,FEAT_006,Notifications,1921,287,90.0,4.5,64.4,Pro
2025-10-03,FEAT_006,Notifications,471,55,82.2,4.5,74.8,Enterprise
2025-10-03,FEAT_006,Notifications,247,32,72.8,4.4,60.7,Trial
2025-10-03,FEAT_007,Collaboration,967,74,92.3,4.4,82.0,Free
2025-10-03,FEAT_007,Collaboration,2179,261,78.2,3.1,64.8,Pro
2025-10-03,FEAT_007,Collaboration,980,104,87.9,3.1,70.0,Enterprise
2025-10-03,FEAT_007,Collaboration,271,31,90.7,4.4,73.6,Trial
2025-10-03,FEAT_008,Export,1642,156,75.7,4.2,77.6,Free
2025-10-03,FEAT_008,Export,1072,54,86.3,3.6,81.8,Pro
2025-10-03,FEAT_008,Export,997,91,78.5,3.1,81.9,Enterprise
2025-10-03,FEAT_008,Export,101,14,82.0,3.3,88.2,Trial
2025-10-03,FEAT_009,Integration,1357,175,79.1,4.6,62.3,Free
2025-10-03,FEAT_009,Integration,1083,147,85.8,4.4,64.1,Pro
2025-10-03,FEAT_009,Integration,1088,139,74.9,4.3,70.6,Enterprise
2025-10-03,FEAT_009,Integration,464,38,87.3,4.0,75.3,Trial
2025-10-03,FEAT_010,Search,1010,90,86.1,3.1,62.3,Free
2025-10-03,FEAT_010,Search,2291,295,83.7,4.0,60.8,Pro
2025-10-03,FEAT_010,Search,1068,74,78.0,4.7,68.3,Enterprise
2025-10-03,FEAT_010,Search,713,37,88.3,3.6,88.6,Trial
2025-10-10,FEAT_001,Dashboard,473,40,78.8,3.9,87.3,Free
2025-10-10,FEAT_001,Dashboard,2322,232,91.9,4.0,77.2,Pro
2025-10-10,FEAT_001,Dashboard,423,35,90.2,3.3,84.4,Enterprise
2025-10-10,FEAT_001,Dashboard,213,15,83.5,3.0,80.6,Trial
2025-10-10,FEAT_002,Analytics,2818,406,79.2,4.6,88.9,Free
2025-10-10,FEAT_002,Analytics,821,83,80.3,4.7,63.5,Pro
2025-10-10,FEAT_002,Analytics,579,43,87.9,3.7,60.2,Enterprise
2025-10-10,FEAT_002,Analytics,539,80,70.4,4.3,88.4,Trial
2025-10-10,FEAT_003,Reporting,2312,232,74.6,3.6,62.6,Free
2025-10-10,FEAT_003,Reporting,1468,138,88.9,4.4,64.3,Pro
2025-10-10,FEAT_003,Reporting,1120,109,77.3,4.5,61.6,Enterprise
2025-10-10,FEAT_003,Reporting,571,41,89.0,3.2,68.5,Trial
2025-10-10,FEAT_004,API Access,2642,342,72.2,3.8,77.9,Free
2025-10-10,FEAT_004,API Access,2067,172,71.5,3.2,76.8,Pro
2025-10-10,FEAT_004,API Access,1006,86,74.3,4.9,81.4,Enterprise
2025-10-10,FEAT_004,API Access,560,78,76.2,3.1,60.5,Trial
2025-10-10,FEAT_005,Mobile App,3798,463,70.1,3.7,85.9,Free
2025-10-10,FEAT_005,Mobile App,1141,144,84.7,3.4,65.2,Pro
2025-10-10,FEAT_005,Mobile App,231,34,73.3,4.9,60.2,Enterprise
2025-10-10,FEAT_005,Mobile App,73,3,70.5,4.9,89.8,Trial
2025-10-10,FEAT_006,Notifications,1568,172,83.3,3.4,83.9,Free
2025-10-10,FEAT_006,Notifications,1194,115,73.7,3.3,81.8,Pro
2025-10-10,FEAT_006,Notifications,375,36,73.7,3.4,73.4,Enterprise
2025-10-10,FEAT_006,Notifications,672,62,79.9,4.5,73.9,Trial
2025-10-10,FEAT_007,Collaboration,1902,154,82.8,3.5,82.9,Free
2025-10-10,FEAT_007,Collaboration,2033,110,81.3,3.6,80.5,Pro
2025-10-10,FEAT_007,Collaboration,607,44,78.1,3.6,79.3,Enterprise
2025-10-10,FEAT_007,Collaboration,819,58,77.7,4.9,75.5,Trial
2025-10-10,FEAT_008,Export,924,87,79.9,4.0,63.5,Free
2025-10-10,FEAT_008,Export,2225,304,78.1,3.7,79.2,Pro
2025-10-10,FEAT_008,Export,165,23,91.9,4.7,72.5,Enterprise
2025-10-10,FEAT_008,Export,516,54,75.5,3.4,83.0,Trial
2025-10-10,FEAT_009,Integration,3118,451,76.1,3.7,67.2,Free
2025-10-10,FEAT_009,Integration,1444,179,78.1,3.7,83.0,Pro
2025-10-10,FEAT_009,Integration,460,57,85.0,4.4,85.9,Enterprise
2025-10-10,FEAT_009,Integration,137,8,75.7,3.2,68.1,Trial
2025-10-10,FEAT_010,Search,237,26,78.9,4.1,71.0,Free
2025-10-10,FEAT_010,Search,749,102,79.0,4.9,63.6,Pro
2025-10-10,FEAT_010,Search,287,28,83.6,4.8,75.2,Enterprise
2025-10-10,FEAT_010,Search,754,111,83.0,3.9,84.5,Trial
2025-10-17,FEAT_001,Dashboard,1527,83,82.0,4.9,85.6,Free
2025-10-17,FEAT_001,Dashboard,2421,215,86.7,3.5,75.0,Pro
2025-10-17,FEAT_001,Dashboard,564,74,84.1,5.0,84.2,Enterprise
2025-10-17,FEAT_001,Dashboard,277,26,77.3,3.2,86.9,Trial
2025-10-17,FEAT_002,Analytics,3517,313,89.3,4.5,73.9,Free
2025-10-17,FEAT_002,Analytics,195,18,88.8,4.9,80.4,Pro
2025-10-17,FEAT_002,Analytics,340,20,70.2,3.0,84.6,Enterprise
2025-10-17,FEAT_002,Analytics,287,27,72.8,3.3,64.8,Trial
2025-10-17,FEAT_003,Reporting,2872,164,73.6,3.0,82.2,Free
2025-10-17,FEAT_003,Reporting,1226,178,83.2,4.8,75.2,Pro
2025-10-17,FEAT_003,Reporting,1183,94,80.2,4.0,83.3,Enterprise
2025-10-17,FEAT_003,Reporting,79,4,76.2,4.7,87.6,Trial
2025-10-17,FEAT_004,API Access,1373,144,78.8,3.6,77.1,Free
2025-10-17,FEAT_004,API Access,493,71,92.7,4.3,72.4,Pro
2025-10-17,FEAT_004,API Access,225,28,70.1,3.7,80.2,Enterprise
2025-10-17,FEAT_004,API Access,56,6,87.2,3.8,73.3,Trial
2025-10-17,FEAT_005,Mobile App,2006,129,86.8,3.6,81.4,Free
2025-10-17,FEAT_005,Mobile App,444,48,70.8,4.5,82.6,Pro
2025-10-17,FEAT_005,Mobile App,1085,65,85.7,4.8,77.8,Enterprise
2025-10-17,FEAT_005,Mobile App,374,28,91.1,4.0,60.8,Trial
2025-10-17,FEAT_006,Notifications,3220,366,78.6,4.1,87.2,Free
2025-10-17,FEAT_006,Notifications,2094,173,82.8,4.9,74.1,Pro
2025-10-17,FEAT_006,Notifications,507,47,70.8,4.3,88.1,Enterprise
2025-10-17,FEAT_006,Notifications,542,73,83.8,4.0,72.6,Trial
2025-10-17,FEAT_007,Collaboration,3872,205,74.0,3.7,63.2,Free
2025-10-17,FEAT_007,Collaboration,590,31,93.9,3.8,75.9,Pro
2025-10-17,FEAT_007,Collaboration,1187,158,79.5,4.6,66.6,Enterprise
2025-10-17,FEAT_007,Collaboration,530,47,90.9,4.2,73.3,Trial
2025-10-17,FEAT_008,Export,3163,270,77.7,4.7,81.1,Free
2025-10-17,FEAT_008,Export,827,95,73.4,4.3,61.5,Pro
2025-10-17,FEAT_008,Export,1135,143,74.7,4.2,70.8,Enterprise
2025-10-17,FEAT_008,Export,649,74,88.5,3.8,88.7,Trial
2025-10-17,FEAT_009,Integration,252,35,75.1,5.0,75.9,Free
2025-10-17,FEAT_009,Integration,1046,122,71.2,4.5,69.0,Pro
2025-10-17,FEAT_009,Integration,993,90,70.5,4.6,83.6,Enterprise
2025-10-17,FEAT_009,Integration,203,10,76.5,4.8,63.8,Trial
2025-10-17,FEAT_010,Search,1611,199,82.0,4.2,84.0,Free
2025-10-17,FEAT_010,Search,1461,156,71.0,3.7,65.4,Pro
2025-10-17,FEAT_010,Search,1036,78,88.4,4.7,84.2,Enterprise
2025-10-17,FEAT_010,Search,76,7,74.7,4.6,73.0,Trial
